,tweet_id,tweet_url,username,is_retweet,is_pinned,time,ts,text,replies,retweets,likes,timestamp_ms
408,10769089470,/AlertTrade/status/10769089470#m,AlertTrade,0.0,0.0,2010-03-20 11:35:00+00:00,1269084900000.0,$tocktwit$ http://chart.ly/8ksk6b $SPY - resting in this area is a good thing - would like to ... http://bit.ly/cbOEZD #stocks #MKT #charts,0.0,0.0,0.0,1269084900000.0
409,10767925652,/theback9/status/10767925652#m,theback9,0.0,0.0,2010-03-20 10:46:00+00:00,1269081960000.0,GLOBAL ECONOMICS WEEKLY Chimerica rebalances [barclays capita] $SPY http://goo.gl/fb/sy1B,0.0,0.0,0.0,1269081960000.0
410,10767865427,/TraderFlorida/status/10767865427#m,TraderFlorida,0.0,0.0,2010-03-20 10:43:00+00:00,1269081780000.0,http://chart.ly/8ksk6b $SPY - resting in this area is a good thing - would like to see a few more days of consolidation,0.0,0.0,0.0,1269081780000.0
411,10765206005,/Indirkator/status/10765206005#m,Indirkator,0.0,0.0,2010-03-20 08:42:00+00:00,1269074520000.0,Markets are as unpredictable as the wind http://bit.ly/drXMaF $SPY $QQQQ have a nice weekend !,0.0,0.0,0.0,1269074520000.0
412,10750991683,/AlertTrade/status/10750991683#m,AlertTrade,0.0,0.0,2010-03-20 01:27:00+00:00,1269048420000.0,"$tocktwit$ Market Commentary By Art Cashin March 19, 2010 $SPY http://goo.gl/fb/MTtc: Market C... http://bit.ly/9QhBjO #stocks #MKT #charts",0.0,0.0,0.0,1269048420000.0
413,10750577728,/jaredalevy/status/10750577728#m,jaredalevy,0.0,0.0,2010-03-20 01:16:00+00:00,1269047760000.0,$SPX and $SPY Expiration http://www.onn.tv/practical-options-trader/spx-opening-print-1172-95-spy-options-set-to-expire/ #MKT,0.0,0.0,0.0,1269047760000.0
414,10750174871,/theback9/status/10750174871#m,theback9,0.0,0.0,2010-03-20 01:06:00+00:00,1269047160000.0,"Market Commentary By Art Cashin March 19, 2010 $SPY http://goo.gl/fb/MTtc",0.0,0.0,0.0,1269047160000.0
415,10747953890,/brokerz_spx/status/10747953890#m,brokerz_spx,0.0,0.0,2010-03-20 12:09:00+00:00,1269086940000.0,RT @AMMinvest - New Post: 3/19/2010: Weekly Point and Figure Chart for S&P 500 http://brokerz.com/_aYL/ $SPY $$,0.0,0.0,0.0,1269086940000.0
416,10791695955,/toddstrade/status/10791695955#m,toddstrade,0.0,0.0,2010-03-20 09:59:00+00:00,1269079140000.0,$SPY then and now http://toddstrade.blogspot.com/2010/03/then-and-now.html,0.0,0.0,0.0,1269079140000.0
417,10790465058,/TradePointTech/status/10790465058#m,TradePointTech,0.0,0.0,2010-03-20 09:22:00+00:00,1269076920000.0,"An interesting article on the ""Practical Application of Intelligent/Predictive Agents"" http://bit.ly/b2y2BM $$ $ES_F $NQ_F $SPY $YM_F",0.0,0.0,0.0,1269076920000.0
418,10779247383,/Norseman1/status/10779247383#m,Norseman1,0.0,0.0,2010-03-20 04:19:00+00:00,1269058740000.0,"$SPX , $SPY, I'm still expecting range next few months. 2004S/R is relevant so far! Weekly Closing basis http://tweetphoto.com/15113252 $$",0.0,0.0,0.0,1269058740000.0
419,10778526605,/tecktrdr/status/10778526605#m,tecktrdr,0.0,0.0,2010-03-20 04:02:00+00:00,1269057720000.0,$spy back to cold again slightly depressing also work @2-10 more than slightly depressing,0.0,0.0,0.0,1269057720000.0
420,10778342074,/tecktrdr/status/10778342074#m,tecktrdr,0.0,0.0,2010-03-20 03:58:00+00:00,1269057480000.0,"$spy...all is not lost,scored a triple chocolate muffin at tims",0.0,0.0,0.0,1269057480000.0
421,10769089470,/AlertTrade/status/10769089470#m,AlertTrade,0.0,0.0,2010-03-20 11:35:00+00:00,1269084900000.0,$tocktwit$ http://chart.ly/8ksk6b $SPY - resting in this area is a good thing - would like to ... http://bit.ly/cbOEZD #stocks #MKT #charts,0.0,0.0,0.0,1269084900000.0
422,10767925652,/theback9/status/10767925652#m,theback9,0.0,0.0,2010-03-20 10:46:00+00:00,1269081960000.0,GLOBAL ECONOMICS WEEKLY Chimerica rebalances [barclays capita] $SPY http://goo.gl/fb/sy1B,0.0,0.0,0.0,1269081960000.0
423,10767865427,/TraderFlorida/status/10767865427#m,TraderFlorida,0.0,0.0,2010-03-20 10:43:00+00:00,1269081780000.0,http://chart.ly/8ksk6b $SPY - resting in this area is a good thing - would like to see a few more days of consolidation,0.0,0.0,0.0,1269081780000.0
424,10765206005,/Indirkator/status/10765206005#m,Indirkator,0.0,0.0,2010-03-20 08:42:00+00:00,1269074520000.0,Markets are as unpredictable as the wind http://bit.ly/drXMaF $SPY $QQQQ have a nice weekend !,0.0,0.0,0.0,1269074520000.0
425,10750991683,/AlertTrade/status/10750991683#m,AlertTrade,0.0,0.0,2010-03-20 01:27:00+00:00,1269048420000.0,"$tocktwit$ Market Commentary By Art Cashin March 19, 2010 $SPY http://goo.gl/fb/MTtc: Market C... http://bit.ly/9QhBjO #stocks #MKT #charts",0.0,0.0,0.0,1269048420000.0
426,10750577728,/jaredalevy/status/10750577728#m,jaredalevy,0.0,0.0,2010-03-20 01:16:00+00:00,1269047760000.0,$SPX and $SPY Expiration http://www.onn.tv/practical-options-trader/spx-opening-print-1172-95-spy-options-set-to-expire/ #MKT,0.0,0.0,0.0,1269047760000.0
427,10750174871,/theback9/status/10750174871#m,theback9,0.0,0.0,2010-03-20 01:06:00+00:00,1269047160000.0,"Market Commentary By Art Cashin March 19, 2010 $SPY http://goo.gl/fb/MTtc",0.0,0.0,0.0,1269047160000.0
428,10747953890,/brokerz_spx/status/10747953890#m,brokerz_spx,0.0,0.0,2010-03-20 12:09:00+00:00,1269086940000.0,RT @AMMinvest - New Post: 3/19/2010: Weekly Point and Figure Chart for S&P 500 http://brokerz.com/_aYL/ $SPY $$,0.0,0.0,0.0,1269086940000.0
429,10791695955,/toddstrade/status/10791695955#m,toddstrade,0.0,0.0,2010-03-20 09:59:00+00:00,1269079140000.0,$SPY then and now http://toddstrade.blogspot.com/2010/03/then-and-now.html,0.0,0.0,0.0,1269079140000.0
430,10790465058,/TradePointTech/status/10790465058#m,TradePointTech,0.0,0.0,2010-03-20 09:22:00+00:00,1269076920000.0,"An interesting article on the ""Practical Application of Intelligent/Predictive Agents"" http://bit.ly/b2y2BM $$ $ES_F $NQ_F $SPY $YM_F",0.0,0.0,0.0,1269076920000.0
431,10779247383,/Norseman1/status/10779247383#m,Norseman1,0.0,0.0,2010-03-20 04:19:00+00:00,1269058740000.0,"$SPX , $SPY, I'm still expecting range next few months. 2004S/R is relevant so far! Weekly Closing basis http://tweetphoto.com/15113252 $$",0.0,0.0,0.0,1269058740000.0
432,10778526605,/tecktrdr/status/10778526605#m,tecktrdr,0.0,0.0,2010-03-20 04:02:00+00:00,1269057720000.0,$spy back to cold again slightly depressing also work @2-10 more than slightly depressing,0.0,0.0,0.0,1269057720000.0
433,10778342074,/tecktrdr/status/10778342074#m,tecktrdr,0.0,0.0,2010-03-20 03:58:00+00:00,1269057480000.0,"$spy...all is not lost,scored a triple chocolate muffin at tims",0.0,0.0,0.0,1269057480000.0
434,10769089470,/AlertTrade/status/10769089470#m,AlertTrade,0.0,0.0,2010-03-20 11:35:00+00:00,1269084900000.0,$tocktwit$ http://chart.ly/8ksk6b $SPY - resting in this area is a good thing - would like to ... http://bit.ly/cbOEZD #stocks #MKT #charts,0.0,0.0,0.0,1269084900000.0
435,10767925652,/theback9/status/10767925652#m,theback9,0.0,0.0,2010-03-20 10:46:00+00:00,1269081960000.0,GLOBAL ECONOMICS WEEKLY Chimerica rebalances [barclays capita] $SPY http://goo.gl/fb/sy1B,0.0,0.0,0.0,1269081960000.0
436,10767865427,/TraderFlorida/status/10767865427#m,TraderFlorida,0.0,0.0,2010-03-20 10:43:00+00:00,1269081780000.0,http://chart.ly/8ksk6b $SPY - resting in this area is a good thing - would like to see a few more days of consolidation,0.0,0.0,0.0,1269081780000.0
437,10765206005,/Indirkator/status/10765206005#m,Indirkator,0.0,0.0,2010-03-20 08:42:00+00:00,1269074520000.0,Markets are as unpredictable as the wind http://bit.ly/drXMaF $SPY $QQQQ have a nice weekend !,0.0,0.0,0.0,1269074520000.0
438,10750991683,/AlertTrade/status/10750991683#m,AlertTrade,0.0,0.0,2010-03-20 01:27:00+00:00,1269048420000.0,"$tocktwit$ Market Commentary By Art Cashin March 19, 2010 $SPY http://goo.gl/fb/MTtc: Market C... http://bit.ly/9QhBjO #stocks #MKT #charts",0.0,0.0,0.0,1269048420000.0
439,10750577728,/jaredalevy/status/10750577728#m,jaredalevy,0.0,0.0,2010-03-20 01:16:00+00:00,1269047760000.0,$SPX and $SPY Expiration http://www.onn.tv/practical-options-trader/spx-opening-print-1172-95-spy-options-set-to-expire/ #MKT,0.0,0.0,0.0,1269047760000.0
440,10750174871,/theback9/status/10750174871#m,theback9,0.0,0.0,2010-03-20 01:06:00+00:00,1269047160000.0,"Market Commentary By Art Cashin March 19, 2010 $SPY http://goo.gl/fb/MTtc",0.0,0.0,0.0,1269047160000.0
441,10747953890,/brokerz_spx/status/10747953890#m,brokerz_spx,0.0,0.0,2010-03-20 12:09:00+00:00,1269086940000.0,RT @AMMinvest - New Post: 3/19/2010: Weekly Point and Figure Chart for S&P 500 http://brokerz.com/_aYL/ $SPY $$,0.0,0.0,0.0,1269086940000.0
442,10791695955,/toddstrade/status/10791695955#m,toddstrade,0.0,0.0,2010-03-20 09:59:00+00:00,1269079140000.0,$SPY then and now http://toddstrade.blogspot.com/2010/03/then-and-now.html,0.0,0.0,0.0,1269079140000.0
443,10790465058,/TradePointTech/status/10790465058#m,TradePointTech,0.0,0.0,2010-03-20 09:22:00+00:00,1269076920000.0,"An interesting article on the ""Practical Application of Intelligent/Predictive Agents"" http://bit.ly/b2y2BM $$ $ES_F $NQ_F $SPY $YM_F",0.0,0.0,0.0,1269076920000.0
444,10779247383,/Norseman1/status/10779247383#m,Norseman1,0.0,0.0,2010-03-20 04:19:00+00:00,1269058740000.0,"$SPX , $SPY, I'm still expecting range next few months. 2004S/R is relevant so far! Weekly Closing basis http://tweetphoto.com/15113252 $$",0.0,0.0,0.0,1269058740000.0
445,10778526605,/tecktrdr/status/10778526605#m,tecktrdr,0.0,0.0,2010-03-20 04:02:00+00:00,1269057720000.0,$spy back to cold again slightly depressing also work @2-10 more than slightly depressing,0.0,0.0,0.0,1269057720000.0
446,10778342074,/tecktrdr/status/10778342074#m,tecktrdr,0.0,0.0,2010-03-20 03:58:00+00:00,1269057480000.0,"$spy...all is not lost,scored a triple chocolate muffin at tims",0.0,0.0,0.0,1269057480000.0
447,10769089470,/AlertTrade/status/10769089470#m,AlertTrade,0.0,0.0,2010-03-20 11:35:00+00:00,1269084900000.0,$tocktwit$ http://chart.ly/8ksk6b $SPY - resting in this area is a good thing - would like to ... http://bit.ly/cbOEZD #stocks #MKT #charts,0.0,0.0,0.0,1269084900000.0
448,10767925652,/theback9/status/10767925652#m,theback9,0.0,0.0,2010-03-20 10:46:00+00:00,1269081960000.0,GLOBAL ECONOMICS WEEKLY Chimerica rebalances [barclays capita] $SPY http://goo.gl/fb/sy1B,0.0,0.0,0.0,1269081960000.0
449,10767865427,/TraderFlorida/status/10767865427#m,TraderFlorida,0.0,0.0,2010-03-20 10:43:00+00:00,1269081780000.0,http://chart.ly/8ksk6b $SPY - resting in this area is a good thing - would like to see a few more days of consolidation,0.0,0.0,0.0,1269081780000.0
450,10765206005,/Indirkator/status/10765206005#m,Indirkator,0.0,0.0,2010-03-20 08:42:00+00:00,1269074520000.0,Markets are as unpredictable as the wind http://bit.ly/drXMaF $SPY $QQQQ have a nice weekend !,0.0,0.0,0.0,1269074520000.0
451,10750991683,/AlertTrade/status/10750991683#m,AlertTrade,0.0,0.0,2010-03-20 01:27:00+00:00,1269048420000.0,"$tocktwit$ Market Commentary By Art Cashin March 19, 2010 $SPY http://goo.gl/fb/MTtc: Market C... http://bit.ly/9QhBjO #stocks #MKT #charts",0.0,0.0,0.0,1269048420000.0
452,10750577728,/jaredalevy/status/10750577728#m,jaredalevy,0.0,0.0,2010-03-20 01:16:00+00:00,1269047760000.0,$SPX and $SPY Expiration http://www.onn.tv/practical-options-trader/spx-opening-print-1172-95-spy-options-set-to-expire/ #MKT,0.0,0.0,0.0,1269047760000.0
453,10750174871,/theback9/status/10750174871#m,theback9,0.0,0.0,2010-03-20 01:06:00+00:00,1269047160000.0,"Market Commentary By Art Cashin March 19, 2010 $SPY http://goo.gl/fb/MTtc",0.0,0.0,0.0,1269047160000.0
454,10747953890,/brokerz_spx/status/10747953890#m,brokerz_spx,0.0,0.0,2010-03-20 12:09:00+00:00,1269086940000.0,RT @AMMinvest - New Post: 3/19/2010: Weekly Point and Figure Chart for S&P 500 http://brokerz.com/_aYL/ $SPY $$,0.0,0.0,0.0,1269086940000.0
455,10791695955,/toddstrade/status/10791695955#m,toddstrade,0.0,0.0,2010-03-20 09:59:00+00:00,1269079140000.0,$SPY then and now http://toddstrade.blogspot.com/2010/03/then-and-now.html,0.0,0.0,0.0,1269079140000.0
456,10790465058,/TradePointTech/status/10790465058#m,TradePointTech,0.0,0.0,2010-03-20 09:22:00+00:00,1269076920000.0,"An interesting article on the ""Practical Application of Intelligent/Predictive Agents"" http://bit.ly/b2y2BM $$ $ES_F $NQ_F $SPY $YM_F",0.0,0.0,0.0,1269076920000.0
457,10779247383,/Norseman1/status/10779247383#m,Norseman1,0.0,0.0,2010-03-20 04:19:00+00:00,1269058740000.0,"$SPX , $SPY, I'm still expecting range next few months. 2004S/R is relevant so far! Weekly Closing basis http://tweetphoto.com/15113252 $$",0.0,0.0,0.0,1269058740000.0
458,10778526605,/tecktrdr/status/10778526605#m,tecktrdr,0.0,0.0,2010-03-20 04:02:00+00:00,1269057720000.0,$spy back to cold again slightly depressing also work @2-10 more than slightly depressing,0.0,0.0,0.0,1269057720000.0
459,10778342074,/tecktrdr/status/10778342074#m,tecktrdr,0.0,0.0,2010-03-20 03:58:00+00:00,1269057480000.0,"$spy...all is not lost,scored a triple chocolate muffin at tims",0.0,0.0,0.0,1269057480000.0
460,10769089470,/AlertTrade/status/10769089470#m,AlertTrade,0.0,0.0,2010-03-20 11:35:00+00:00,1269084900000.0,$tocktwit$ http://chart.ly/8ksk6b $SPY - resting in this area is a good thing - would like to ... http://bit.ly/cbOEZD #stocks #MKT #charts,0.0,0.0,0.0,1269084900000.0
461,10767925652,/theback9/status/10767925652#m,theback9,0.0,0.0,2010-03-20 10:46:00+00:00,1269081960000.0,GLOBAL ECONOMICS WEEKLY Chimerica rebalances [barclays capita] $SPY http://goo.gl/fb/sy1B,0.0,0.0,0.0,1269081960000.0
462,10767865427,/TraderFlorida/status/10767865427#m,TraderFlorida,0.0,0.0,2010-03-20 10:43:00+00:00,1269081780000.0,http://chart.ly/8ksk6b $SPY - resting in this area is a good thing - would like to see a few more days of consolidation,0.0,0.0,0.0,1269081780000.0
463,10765206005,/Indirkator/status/10765206005#m,Indirkator,0.0,0.0,2010-03-20 08:42:00+00:00,1269074520000.0,Markets are as unpredictable as the wind http://bit.ly/drXMaF $SPY $QQQQ have a nice weekend !,0.0,0.0,0.0,1269074520000.0
464,10750991683,/AlertTrade/status/10750991683#m,AlertTrade,0.0,0.0,2010-03-20 01:27:00+00:00,1269048420000.0,"$tocktwit$ Market Commentary By Art Cashin March 19, 2010 $SPY http://goo.gl/fb/MTtc: Market C... http://bit.ly/9QhBjO #stocks #MKT #charts",0.0,0.0,0.0,1269048420000.0
465,10750577728,/jaredalevy/status/10750577728#m,jaredalevy,0.0,0.0,2010-03-20 01:16:00+00:00,1269047760000.0,$SPX and $SPY Expiration http://www.onn.tv/practical-options-trader/spx-opening-print-1172-95-spy-options-set-to-expire/ #MKT,0.0,0.0,0.0,1269047760000.0
466,10750174871,/theback9/status/10750174871#m,theback9,0.0,0.0,2010-03-20 01:06:00+00:00,1269047160000.0,"Market Commentary By Art Cashin March 19, 2010 $SPY http://goo.gl/fb/MTtc",0.0,0.0,0.0,1269047160000.0
467,10747953890,/brokerz_spx/status/10747953890#m,brokerz_spx,0.0,0.0,2010-03-20 12:09:00+00:00,1269086940000.0,RT @AMMinvest - New Post: 3/19/2010: Weekly Point and Figure Chart for S&P 500 http://brokerz.com/_aYL/ $SPY $$,0.0,0.0,0.0,1269086940000.0
468,10791695955,/toddstrade/status/10791695955#m,toddstrade,0.0,0.0,2010-03-20 09:59:00+00:00,1269079140000.0,$SPY then and now http://toddstrade.blogspot.com/2010/03/then-and-now.html,0.0,0.0,0.0,1269079140000.0
469,10790465058,/TradePointTech/status/10790465058#m,TradePointTech,0.0,0.0,2010-03-20 09:22:00+00:00,1269076920000.0,"An interesting article on the ""Practical Application of Intelligent/Predictive Agents"" http://bit.ly/b2y2BM $$ $ES_F $NQ_F $SPY $YM_F",0.0,0.0,0.0,1269076920000.0
470,10779247383,/Norseman1/status/10779247383#m,Norseman1,0.0,0.0,2010-03-20 04:19:00+00:00,1269058740000.0,"$SPX , $SPY, I'm still expecting range next few months. 2004S/R is relevant so far! Weekly Closing basis http://tweetphoto.com/15113252 $$",0.0,0.0,0.0,1269058740000.0
471,10778526605,/tecktrdr/status/10778526605#m,tecktrdr,0.0,0.0,2010-03-20 04:02:00+00:00,1269057720000.0,$spy back to cold again slightly depressing also work @2-10 more than slightly depressing,0.0,0.0,0.0,1269057720000.0
472,10778342074,/tecktrdr/status/10778342074#m,tecktrdr,0.0,0.0,2010-03-20 03:58:00+00:00,1269057480000.0,"$spy...all is not lost,scored a triple chocolate muffin at tims",0.0,0.0,0.0,1269057480000.0
473,10769089470,/AlertTrade/status/10769089470#m,AlertTrade,0.0,0.0,2010-03-20 11:35:00+00:00,1269084900000.0,$tocktwit$ http://chart.ly/8ksk6b $SPY - resting in this area is a good thing - would like to ... http://bit.ly/cbOEZD #stocks #MKT #charts,0.0,0.0,0.0,1269084900000.0
474,10767925652,/theback9/status/10767925652#m,theback9,0.0,0.0,2010-03-20 10:46:00+00:00,1269081960000.0,GLOBAL ECONOMICS WEEKLY Chimerica rebalances [barclays capita] $SPY http://goo.gl/fb/sy1B,0.0,0.0,0.0,1269081960000.0
475,10767865427,/TraderFlorida/status/10767865427#m,TraderFlorida,0.0,0.0,2010-03-20 10:43:00+00:00,1269081780000.0,http://chart.ly/8ksk6b $SPY - resting in this area is a good thing - would like to see a few more days of consolidation,0.0,0.0,0.0,1269081780000.0
476,10765206005,/Indirkator/status/10765206005#m,Indirkator,0.0,0.0,2010-03-20 08:42:00+00:00,1269074520000.0,Markets are as unpredictable as the wind http://bit.ly/drXMaF $SPY $QQQQ have a nice weekend !,0.0,0.0,0.0,1269074520000.0
477,10750991683,/AlertTrade/status/10750991683#m,AlertTrade,0.0,0.0,2010-03-20 01:27:00+00:00,1269048420000.0,"$tocktwit$ Market Commentary By Art Cashin March 19, 2010 $SPY http://goo.gl/fb/MTtc: Market C... http://bit.ly/9QhBjO #stocks #MKT #charts",0.0,0.0,0.0,1269048420000.0
478,10750577728,/jaredalevy/status/10750577728#m,jaredalevy,0.0,0.0,2010-03-20 01:16:00+00:00,1269047760000.0,$SPX and $SPY Expiration http://www.onn.tv/practical-options-trader/spx-opening-print-1172-95-spy-options-set-to-expire/ #MKT,0.0,0.0,0.0,1269047760000.0
479,10750174871,/theback9/status/10750174871#m,theback9,0.0,0.0,2010-03-20 01:06:00+00:00,1269047160000.0,"Market Commentary By Art Cashin March 19, 2010 $SPY http://goo.gl/fb/MTtc",0.0,0.0,0.0,1269047160000.0
480,10747953890,/brokerz_spx/status/10747953890#m,brokerz_spx,0.0,0.0,2010-03-20 12:09:00+00:00,1269086940000.0,RT @AMMinvest - New Post: 3/19/2010: Weekly Point and Figure Chart for S&P 500 http://brokerz.com/_aYL/ $SPY $$,0.0,0.0,0.0,1269086940000.0
481,10791695955,/toddstrade/status/10791695955#m,toddstrade,0.0,0.0,2010-03-20 09:59:00+00:00,1269079140000.0,$SPY then and now http://toddstrade.blogspot.com/2010/03/then-and-now.html,0.0,0.0,0.0,1269079140000.0
482,10790465058,/TradePointTech/status/10790465058#m,TradePointTech,0.0,0.0,2010-03-20 09:22:00+00:00,1269076920000.0,"An interesting article on the ""Practical Application of Intelligent/Predictive Agents"" http://bit.ly/b2y2BM $$ $ES_F $NQ_F $SPY $YM_F",0.0,0.0,0.0,1269076920000.0
483,10779247383,/Norseman1/status/10779247383#m,Norseman1,0.0,0.0,2010-03-20 04:19:00+00:00,1269058740000.0,"$SPX , $SPY, I'm still expecting range next few months. 2004S/R is relevant so far! Weekly Closing basis http://tweetphoto.com/15113252 $$",0.0,0.0,0.0,1269058740000.0
484,10778526605,/tecktrdr/status/10778526605#m,tecktrdr,0.0,0.0,2010-03-20 04:02:00+00:00,1269057720000.0,$spy back to cold again slightly depressing also work @2-10 more than slightly depressing,0.0,0.0,0.0,1269057720000.0
485,10778342074,/tecktrdr/status/10778342074#m,tecktrdr,0.0,0.0,2010-03-20 03:58:00+00:00,1269057480000.0,"$spy...all is not lost,scored a triple chocolate muffin at tims",0.0,0.0,0.0,1269057480000.0
486,10769089470,/AlertTrade/status/10769089470#m,AlertTrade,0.0,0.0,2010-03-20 11:35:00+00:00,1269084900000.0,$tocktwit$ http://chart.ly/8ksk6b $SPY - resting in this area is a good thing - would like to ... http://bit.ly/cbOEZD #stocks #MKT #charts,0.0,0.0,0.0,1269084900000.0
487,10767925652,/theback9/status/10767925652#m,theback9,0.0,0.0,2010-03-20 10:46:00+00:00,1269081960000.0,GLOBAL ECONOMICS WEEKLY Chimerica rebalances [barclays capita] $SPY http://goo.gl/fb/sy1B,0.0,0.0,0.0,1269081960000.0
488,10767865427,/TraderFlorida/status/10767865427#m,TraderFlorida,0.0,0.0,2010-03-20 10:43:00+00:00,1269081780000.0,http://chart.ly/8ksk6b $SPY - resting in this area is a good thing - would like to see a few more days of consolidation,0.0,0.0,0.0,1269081780000.0
489,10765206005,/Indirkator/status/10765206005#m,Indirkator,0.0,0.0,2010-03-20 08:42:00+00:00,1269074520000.0,Markets are as unpredictable as the wind http://bit.ly/drXMaF $SPY $QQQQ have a nice weekend !,0.0,0.0,0.0,1269074520000.0
490,10750991683,/AlertTrade/status/10750991683#m,AlertTrade,0.0,0.0,2010-03-20 01:27:00+00:00,1269048420000.0,"$tocktwit$ Market Commentary By Art Cashin March 19, 2010 $SPY http://goo.gl/fb/MTtc: Market C... http://bit.ly/9QhBjO #stocks #MKT #charts",0.0,0.0,0.0,1269048420000.0
491,10750577728,/jaredalevy/status/10750577728#m,jaredalevy,0.0,0.0,2010-03-20 01:16:00+00:00,1269047760000.0,$SPX and $SPY Expiration http://www.onn.tv/practical-options-trader/spx-opening-print-1172-95-spy-options-set-to-expire/ #MKT,0.0,0.0,0.0,1269047760000.0
492,10750174871,/theback9/status/10750174871#m,theback9,0.0,0.0,2010-03-20 01:06:00+00:00,1269047160000.0,"Market Commentary By Art Cashin March 19, 2010 $SPY http://goo.gl/fb/MTtc",0.0,0.0,0.0,1269047160000.0
493,10747953890,/brokerz_spx/status/10747953890#m,brokerz_spx,0.0,0.0,2010-03-20 12:09:00+00:00,1269086940000.0,RT @AMMinvest - New Post: 3/19/2010: Weekly Point and Figure Chart for S&P 500 http://brokerz.com/_aYL/ $SPY $$,0.0,0.0,0.0,1269086940000.0
494,10791695955,/toddstrade/status/10791695955#m,toddstrade,0.0,0.0,2010-03-20 09:59:00+00:00,1269079140000.0,$SPY then and now http://toddstrade.blogspot.com/2010/03/then-and-now.html,0.0,0.0,0.0,1269079140000.0
495,10790465058,/TradePointTech/status/10790465058#m,TradePointTech,0.0,0.0,2010-03-20 09:22:00+00:00,1269076920000.0,"An interesting article on the ""Practical Application of Intelligent/Predictive Agents"" http://bit.ly/b2y2BM $$ $ES_F $NQ_F $SPY $YM_F",0.0,0.0,0.0,1269076920000.0
496,10779247383,/Norseman1/status/10779247383#m,Norseman1,0.0,0.0,2010-03-20 04:19:00+00:00,1269058740000.0,"$SPX , $SPY, I'm still expecting range next few months. 2004S/R is relevant so far! Weekly Closing basis http://tweetphoto.com/15113252 $$",0.0,0.0,0.0,1269058740000.0
497,10778526605,/tecktrdr/status/10778526605#m,tecktrdr,0.0,0.0,2010-03-20 04:02:00+00:00,1269057720000.0,$spy back to cold again slightly depressing also work @2-10 more than slightly depressing,0.0,0.0,0.0,1269057720000.0
498,10778342074,/tecktrdr/status/10778342074#m,tecktrdr,0.0,0.0,2010-03-20 03:58:00+00:00,1269057480000.0,"$spy...all is not lost,scored a triple chocolate muffin at tims",0.0,0.0,0.0,1269057480000.0
499,10769089470,/AlertTrade/status/10769089470#m,AlertTrade,0.0,0.0,2010-03-20 11:35:00+00:00,1269084900000.0,$tocktwit$ http://chart.ly/8ksk6b $SPY - resting in this area is a good thing - would like to ... http://bit.ly/cbOEZD #stocks #MKT #charts,0.0,0.0,0.0,1269084900000.0
500,10767925652,/theback9/status/10767925652#m,theback9,0.0,0.0,2010-03-20 10:46:00+00:00,1269081960000.0,GLOBAL ECONOMICS WEEKLY Chimerica rebalances [barclays capita] $SPY http://goo.gl/fb/sy1B,0.0,0.0,0.0,1269081960000.0
501,10767865427,/TraderFlorida/status/10767865427#m,TraderFlorida,0.0,0.0,2010-03-20 10:43:00+00:00,1269081780000.0,http://chart.ly/8ksk6b $SPY - resting in this area is a good thing - would like to see a few more days of consolidation,0.0,0.0,0.0,1269081780000.0
502,10765206005,/Indirkator/status/10765206005#m,Indirkator,0.0,0.0,2010-03-20 08:42:00+00:00,1269074520000.0,Markets are as unpredictable as the wind http://bit.ly/drXMaF $SPY $QQQQ have a nice weekend !,0.0,0.0,0.0,1269074520000.0
503,10750991683,/AlertTrade/status/10750991683#m,AlertTrade,0.0,0.0,2010-03-20 01:27:00+00:00,1269048420000.0,"$tocktwit$ Market Commentary By Art Cashin March 19, 2010 $SPY http://goo.gl/fb/MTtc: Market C... http://bit.ly/9QhBjO #stocks #MKT #charts",0.0,0.0,0.0,1269048420000.0
504,10750577728,/jaredalevy/status/10750577728#m,jaredalevy,0.0,0.0,2010-03-20 01:16:00+00:00,1269047760000.0,$SPX and $SPY Expiration http://www.onn.tv/practical-options-trader/spx-opening-print-1172-95-spy-options-set-to-expire/ #MKT,0.0,0.0,0.0,1269047760000.0
505,10750174871,/theback9/status/10750174871#m,theback9,0.0,0.0,2010-03-20 01:06:00+00:00,1269047160000.0,"Market Commentary By Art Cashin March 19, 2010 $SPY http://goo.gl/fb/MTtc",0.0,0.0,0.0,1269047160000.0
506,10747953890,/brokerz_spx/status/10747953890#m,brokerz_spx,0.0,0.0,2010-03-20 12:09:00+00:00,1269086940000.0,RT @AMMinvest - New Post: 3/19/2010: Weekly Point and Figure Chart for S&P 500 http://brokerz.com/_aYL/ $SPY $$,0.0,0.0,0.0,1269086940000.0
507,10791695955,/toddstrade/status/10791695955#m,toddstrade,0.0,0.0,2010-03-20 09:59:00+00:00,1269079140000.0,$SPY then and now http://toddstrade.blogspot.com/2010/03/then-and-now.html,0.0,0.0,0.0,1269079140000.0
508,10790465058,/TradePointTech/status/10790465058#m,TradePointTech,0.0,0.0,2010-03-20 09:22:00+00:00,1269076920000.0,"An interesting article on the ""Practical Application of Intelligent/Predictive Agents"" http://bit.ly/b2y2BM $$ $ES_F $NQ_F $SPY $YM_F",0.0,0.0,0.0,1269076920000.0
509,10779247383,/Norseman1/status/10779247383#m,Norseman1,0.0,0.0,2010-03-20 04:19:00+00:00,1269058740000.0,"$SPX , $SPY, I'm still expecting range next few months. 2004S/R is relevant so far! Weekly Closing basis http://tweetphoto.com/15113252 $$",0.0,0.0,0.0,1269058740000.0
